country,city,date,latitude,longitude,temperature_2m_max,temperature_2m_min,temperature_2m_mean,apparent_temperature_max,apparent_temperature_min,apparent_temperature_mean,precipitation_sum,wind_speed_10m_max,et0_fao_evapotranspiration
China, Shenzhen,2022-01-01 00:00:00+00:00,22.5415,114.0596,22.0655,12.0655,16.417583,22.559217,9.601063,16.377062,0.0,12.218805,2.5207324
China, Shenzhen,2022-01-02 00:00:00+00:00,22.5415,114.0596,21.8655,13.3655,16.986334,21.509037,11.301391,16.587885,0.0,13.493999,2.723996
China, Shenzhen,2022-01-03 00:00:00+00:00,22.5415,114.0596,22.3155,14.415501,17.22175,22.71952,13.914251,17.497478,0.0,10.308831,2.518255
China, Shenzhen,2022-01-04 00:00:00+00:00,22.5415,114.0596,22.6155,15.915501,18.611334,22.353077,15.462727,18.333288,0.3,15.745627,2.8334067
China, Shenzhen,2022-01-05 00:00:00+00:00,22.5415,114.0596,25.3655,14.915501,19.330082,27.544249,13.256737,20.259867,0.5,15.124284,2.7485223
China, Shenzhen,2022-01-06 00:00:00+00:00,22.5415,114.0596,23.1155,12.4655,18.032167,22.226957,10.144915,17.624224,0.0,17.935081,2.8639228
China, Shenzhen,2022-01-07 00:00:00+00:00,22.5415,114.0596,22.015501,11.165501,16.413416,21.728844,9.033694,15.295997,0.0,13.891522,2.9087844
China, Shenzhen,2022-01-08 00:00:00+00:00,22.5415,114.0596,21.5655,12.5155,16.361334,21.830002,10.820745,16.197338,0.0,10.514218,2.4968946
China, Shenzhen,2022-01-09 00:00:00+00:00,22.5415,114.0596,21.265501,11.3655,15.955082,21.378765,9.456043,14.888064,0.0,12.387348,2.5625234
China, Shenzhen,2022-01-10 00:00:00+00:00,22.5415,114.0596,20.265501,11.0155,16.448832,20.813076,7.916601,15.839986,1.4000001,17.25373,1.6853822
China, Shenzhen,2022-01-11 00:00:00+00:00,22.5415,114.0596,18.015501,10.8155,13.525917,15.7134,7.7457438,10.858032,0.0,19.829433,2.9787896
China, Shenzhen,2022-01-12 00:00:00+00:00,22.5415,114.0596,17.765501,11.5655,15.236333,16.612452,9.113787,14.060794,0.0,12.371645,1.7470506
China, Shenzhen,2022-01-13 00:00:00+00:00,22.5415,114.0596,20.015501,10.8155,15.027999,17.585548,7.709528,12.415929,0.0,15.1884165,2.98448
China, Shenzhen,2022-01-14 00:00:00+00:00,22.5415,114.0596,18.9155,12.415501,16.211334,17.34927,9.412542,15.024094,0.0,21.129885,1.959723
China, Shenzhen,2022-01-15 00:00:00+00:00,22.5415,114.0596,21.4655,14.7155,17.430082,22.075619,14.27376,17.343605,0.0,16.24394,2.500114
China, Shenzhen,2022-01-16 00:00:00+00:00,22.5415,114.0596,22.7155,14.915501,18.2655,23.356771,14.801899,18.322649,0.0,13.849476,2.7725933
China, Shenzhen,2022-01-17 00:00:00+00:00,22.5415,114.0596,22.2155,13.665501,17.484251,22.263395,12.029102,17.091589,0.0,12.72283,1.9275497
China, Shenzhen,2022-01-18 00:00:00+00:00,22.5415,114.0596,19.0655,10.4655,15.138417,19.000347,8.650611,14.18011,0.1,10.883676,1.5075799
China, Shenzhen,2022-01-19 00:00:00+00:00,22.5415,114.0596,21.0655,10.8655,15.327999,20.079548,9.114782,13.97377,0.0,11.988594,2.8693786
China, Shenzhen,2022-01-20 00:00:00+00:00,22.5415,114.0596,21.765501,11.8655,17.125917,21.134996,10.238784,16.55005,0.0,12.7279215,2.9150715
China, Shenzhen,2022-01-21 00:00:00+00:00,22.5415,114.0596,21.4155,15.415501,17.7405,20.989618,14.944826,17.296484,8.700001,18.0036,2.619949
China, Shenzhen,2022-01-22 00:00:00+00:00,22.5415,114.0596,19.765501,16.6155,17.723837,20.164774,16.214722,17.606588,2.3,18.59845,1.1484836
China, Shenzhen,2022-01-23 00:00:00+00:00,22.5415,114.0596,24.9155,16.8155,20.077997,26.685764,17.067791,21.733091,3.1999998,12.599998,1.9478714
China, Shenzhen,2022-01-24 00:00:00+00:00,22.5415,114.0596,23.9655,13.915501,19.005085,25.506418,12.483595,19.615938,1.5000001,14.336861,2.076495
China, Shenzhen,2022-01-25 00:00:00+00:00,22.5415,114.0596,23.2155,15.3155,18.98425,23.748556,14.607082,19.534714,0.0,13.217443,2.3988113
China, Shenzhen,2022-01-26 00:00:00+00:00,22.5415,114.0596,21.515501,16.8655,18.873835,22.578949,17.292572,19.54785,9.7,15.4800005,2.2542133
China, Shenzhen,2022-01-27 00:00:00+00:00,22.5415,114.0596,24.6155,16.2655,19.90925,25.835936,15.681078,20.89194,0.1,13.084402,2.3728604
China, Shenzhen,2022-01-28 00:00:00+00:00,22.5415,114.0596,21.6155,14.415501,18.463419,22.561953,12.275373,18.705791,0.0,13.755579,1.7005476
China, Shenzhen,2022-01-29 00:00:00+00:00,22.5415,114.0596,22.5655,9.5655,16.342585,23.076992,6.335518,14.98716,0.4,15.84,2.8551583
China, Shenzhen,2022-01-30 00:00:00+00:00,22.5415,114.0596,18.1655,8.7655,12.857167,15.417116,5.43602,9.55038,0.0,21.42227,3.4206433
China, Shenzhen,2022-01-31 00:00:00+00:00,22.5415,114.0596,15.8155,9.9655,12.192584,12.43977,6.5954285,9.125924,2.4,20.929594,2.102367
China, Shenzhen,2022-02-01 00:00:00+00:00,22.5415,114.0596,13.5655,10.2655,12.238419,11.474066,8.348734,10.1228075,0.4,20.188908,1.0209818
China, Shenzhen,2022-02-02 00:00:00+00:00,22.5415,114.0596,18.1655,9.5655,13.240499,17.091959,6.596326,11.678086,12.299999,17.148247,1.7349002
China, Shenzhen,2022-02-03 00:00:00+00:00,22.5415,114.0596,14.8655,8.7155,11.336331,13.292725,5.4732485,9.101443,5.8,16.56,1.1424825
China, Shenzhen,2022-02-04 00:00:00+00:00,22.5415,114.0596,16.6655,8.7655,11.725917,14.838518,5.0772476,8.924579,0.0,17.731598,2.843411
China, Shenzhen,2022-02-05 00:00:00+00:00,22.5415,114.0596,16.3655,10.0655,13.380081,14.549536,7.491519,11.528519,0.0,12.594856,1.9868531
China, Shenzhen,2022-02-06 00:00:00+00:00,22.5415,114.0596,19.3155,11.5155,15.448831,18.296148,9.339281,13.830962,0.7,20.275385,2.3975768
China, Shenzhen,2022-02-07 00:00:00+00:00,22.5415,114.0596,19.9655,10.0655,15.548832,19.912523,6.747284,14.1566725,6.2,25.600533,1.8577445
China, Shenzhen,2022-02-08 00:00:00+00:00,22.5415,114.0596,16.8155,10.6155,13.519668,15.299816,8.378366,11.608345,0.0,19.107151,1.8473042
China, Shenzhen,2022-02-09 00:00:00+00:00,22.5415,114.0596,16.8155,11.5155,14.080081,15.901485,9.52205,12.798191,0.2,12.371645,1.5101402
China, Shenzhen,2022-02-10 00:00:00+00:00,22.5415,114.0596,20.2155,12.4655,17.048832,20.778149,11.332568,16.807238,0.0,15.042659,1.7309041
China, Shenzhen,2022-02-11 00:00:00+00:00,22.5415,114.0596,22.7155,15.8155,18.394665,24.643764,14.859543,19.175718,0.0,17.414476,3.1215131
China, Shenzhen,2022-02-12 00:00:00+00:00,22.5415,114.0596,23.8155,15.5655,19.15925,24.798195,14.744434,20.016157,0.4,14.689588,3.049944
China, Shenzhen,2022-02-13 00:00:00+00:00,22.5415,114.0596,16.6655,10.2655,13.60925,16.36528,7.56151,12.1819105,7.8,16.279802,0.84988946
China, Shenzhen,2022-02-14 00:00:00+00:00,22.5415,114.0596,20.6655,11.2155,15.613418,20.72135,8.337094,14.877631,0.0,18.58451,3.1211896
China, Shenzhen,2022-02-15 00:00:00+00:00,22.5415,114.0596,21.2155,13.3655,16.621752,21.626251,11.583853,16.354124,0.0,13.339445,2.154544
China, Shenzhen,2022-02-16 00:00:00+00:00,22.5415,114.0596,19.4155,14.9655,16.998835,18.127403,13.5661125,15.57289,1.5,21.746504,2.4576325
China, Shenzhen,2022-02-17 00:00:00+00:00,22.5415,114.0596,16.9655,14.4655,15.613419,15.049501,13.452387,14.182158,2.9999998,23.14103,1.0751288
China, Shenzhen,2022-02-18 00:00:00+00:00,22.5415,114.0596,19.265501,9.7155,15.3238325,17.856005,5.859968,13.52143,3.0,26.758923,1.9818783
China, Shenzhen,2022-02-19 00:00:00+00:00,22.5415,114.0596,10.415501,6.4154997,8.53425,6.968355,2.0877113,4.831844,28.200003,22.380884,0.68855965
China, Shenzhen,2022-02-20 00:00:00+00:00,22.5415,114.0596,7.4655,5.9655,6.698834,3.4589772,2.165659,2.7979267,37.8,24.023088,0.50500363
China, Shenzhen,2022-02-21 00:00:00+00:00,22.5415,114.0596,8.4655,6.0655003,7.452999,5.9073095,2.5017362,4.227559,36.399994,18.584509,0.514785
China, Shenzhen,2022-02-22 00:00:00+00:00,22.5415,114.0596,9.9655,7.3155003,8.930083,7.8113766,4.066041,6.182882,16.6,17.654688,0.6700071
China, Shenzhen,2022-02-23 00:00:00+00:00,22.5415,114.0596,15.7655,6.9655,10.263417,13.449654,3.4300432,7.152598,0.0,20.431387,2.3854785
China, Shenzhen,2022-02-24 00:00:00+00:00,22.5415,114.0596,15.5655,8.0155,11.52175,13.836018,4.978219,9.438556,0.0,13.009903,1.9854934
China, Shenzhen,2022-02-25 00:00:00+00:00,22.5415,114.0596,18.6655,9.8655,13.828,18.728636,7.4325686,12.958463,0.0,11.966954,2.643946
China, Shenzhen,2022-02-26 00:00:00+00:00,22.5415,114.0596,21.6155,12.1155,16.442583,23.676167,11.480491,16.696608,0.0,11.609651,3.1741571
China, Shenzhen,2022-02-27 00:00:00+00:00,22.5415,114.0596,22.5655,14.3655,18.225918,24.232136,14.44009,18.437325,0.0,15.463244,3.356718
China, Shenzhen,2022-02-28 00:00:00+00:00,22.5415,114.0596,22.9155,16.8655,19.280083,24.624393,16.315937,19.753027,0.1,15.034041,3.290905
China, Shenzhen,2022-03-01 00:00:00+00:00,22.5415,114.0596,25.8655,16.7155,21.161333,29.89862,16.03976,23.180197,0.6,13.237038,3.0188224
China, Shenzhen,2022-03-02 00:00:00+00:00,22.5415,114.0596,26.4655,16.8655,20.640501,29.673817,16.655172,21.432543,0.1,18.214718,3.5806553
China, Shenzhen,2022-03-03 00:00:00+00:00,22.5415,114.0596,23.2155,16.5155,18.9905,24.61533,16.861141,19.690845,0.0,16.62249,3.3163998
China, Shenzhen,2022-03-04 00:00:00+00:00,22.5415,114.0596,26.015501,16.6655,20.773832,29.527065,18.172087,22.776793,0.0,15.517629,3.6661403
China, Shenzhen,2022-03-05 00:00:00+00:00,22.5415,114.0596,26.265501,17.4155,21.278,30.58397,15.842602,22.941324,0.0,20.49156,3.7729988
China, Shenzhen,2022-03-06 00:00:00+00:00,22.5415,114.0596,22.8655,17.265501,19.396751,22.753418,16.91992,19.04001,17.4,22.206486,3.6139092
China, Shenzhen,2022-03-07 00:00:00+00:00,22.5415,114.0596,22.1155,11.3655,17.169666,20.764164,8.757403,15.64997,0.0,19.721298,3.0049217
China, Shenzhen,2022-03-08 00:00:00+00:00,22.5415,114.0596,20.265501,11.8155,15.332166,19.957365,10.601955,13.920573,0.0,14.759999,3.9318833
China, Shenzhen,2022-03-09 00:00:00+00:00,22.5415,114.0596,22.3655,13.9655,17.840502,21.578733,12.168232,16.531782,0.0,16.700275,4.2706585
China, Shenzhen,2022-03-10 00:00:00+00:00,22.5415,114.0596,24.1655,16.5655,19.532167,25.089993,16.595367,19.602808,0.0,16.071491,4.03187
China, Shenzhen,2022-03-11 00:00:00+00:00,22.5415,114.0596,25.9655,17.265501,20.978,28.834663,18.042822,22.473633,0.0,9.47012,3.7310739
China, Shenzhen,2022-03-12 00:00:00+00:00,22.5415,114.0596,25.765501,18.1155,21.232168,27.962845,19.018038,22.019485,0.0,13.207634,4.261573
China, Shenzhen,2022-03-13 00:00:00+00:00,22.5415,114.0596,27.8655,18.765501,22.41342,31.1367,21.128572,24.768044,0.0,10.97262,3.7517378
China, Shenzhen,2022-03-14 00:00:00+00:00,22.5415,114.0596,29.1155,18.7155,22.963417,33.020588,21.384949,26.171156,0.4,17.81909,3.9546309
China, Shenzhen,2022-03-15 00:00:00+00:00,22.5415,114.0596,29.3155,19.765501,23.325914,35.061462,21.000816,26.158575,0.1,13.527572,4.0665717
China, Shenzhen,2022-03-16 00:00:00+00:00,22.5415,114.0596,26.3655,21.1155,22.884253,27.936852,22.3743,24.769913,0.0,17.873556,3.0675771
China, Shenzhen,2022-03-17 00:00:00+00:00,22.5415,114.0596,28.015501,20.265501,23.892584,31.058815,23.602177,27.400541,0.6,14.05845,3.1481369
China, Shenzhen,2022-03-18 00:00:00+00:00,22.5415,114.0596,28.8155,21.4155,24.961336,32.30397,25.100931,28.745428,2.8999999,12.413477,3.4033966
China, Shenzhen,2022-03-19 00:00:00+00:00,22.5415,114.0596,28.1655,21.4655,23.55925,31.769093,23.033684,25.962366,0.4,16.766108,3.4909606
China, Shenzhen,2022-03-20 00:00:00+00:00,22.5415,114.0596,22.8655,20.3655,21.68425,24.511112,21.244722,23.291735,10.9,23.83896,1.9896338
China, Shenzhen,2022-03-21 00:00:00+00:00,22.5415,114.0596,28.3655,22.2155,24.300913,31.607388,24.727211,27.284395,0.0,17.84816,3.290152
China, Shenzhen,2022-03-22 00:00:00+00:00,22.5415,114.0596,28.7155,15.0655,23.448835,32.31134,13.2151985,26.179268,66.3,19.969458,2.7979639
China, Shenzhen,2022-03-23 00:00:00+00:00,22.5415,114.0596,16.9655,14.5655,15.144669,17.24798,12.983395,14.468528,24.7,18.089775,0.8676822
China, Shenzhen,2022-03-24 00:00:00+00:00,22.5415,114.0596,22.5655,14.665501,19.03008,25.179405,14.163628,19.11752,11.200001,24.1388,1.0150143
China, Shenzhen,2022-03-25 00:00:00+00:00,22.5415,114.0596,25.3155,20.4155,23.830086,28.572723,22.177477,27.379866,23.700003,21.218632,1.1379155
China, Shenzhen,2022-03-26 00:00:00+00:00,22.5415,114.0596,27.765501,17.4155,23.336334,32.279057,16.726223,26.050463,3.6999998,22.104116,2.5881393
China, Shenzhen,2022-03-27 00:00:00+00:00,22.5415,114.0596,21.7155,15.2155,18.436333,22.619133,14.2451935,18.412552,2.0000002,16.039202,1.817866
China, Shenzhen,2022-03-28 00:00:00+00:00,22.5415,114.0596,17.1655,15.165501,15.880084,17.051752,14.530699,15.726532,7.2,15.782622,1.0205967
China, Shenzhen,2022-03-29 00:00:00+00:00,22.5415,114.0596,21.1155,16.0655,19.057165,21.840523,16.41941,20.12493,3.9999998,15.137133,1.7275239
China, Shenzhen,2022-03-30 00:00:00+00:00,22.5415,114.0596,25.9655,20.4155,22.528,28.71685,22.410686,24.701544,1.2,17.208603,3.6398723
China, Shenzhen,2022-03-31 00:00:00+00:00,22.5415,114.0596,27.9655,18.265501,23.269667,31.35498,17.360441,24.942451,0.0,18.837324,4.5464573
China, Shenzhen,2022-04-01 00:00:00+00:00,22.5415,114.0596,19.7155,12.915501,16.400915,18.595875,10.181353,14.718938,2.5,20.316889,1.987538
China, Shenzhen,2022-04-02 00:00:00+00:00,22.5415,114.0596,14.2655,12.665501,13.480084,12.40239,9.801118,11.017804,4.2,20.63023,1.5666472
China, Shenzhen,2022-04-03 00:00:00+00:00,22.5415,114.0596,22.015501,13.5655,17.1655,21.401754,12.03516,16.104347,0.0,15.9134655,4.204673
China, Shenzhen,2022-04-04 00:00:00+00:00,22.5415,114.0596,23.7155,14.915501,18.336332,24.333744,14.106056,17.830366,0.0,13.570615,4.6492667
China, Shenzhen,2022-04-05 00:00:00+00:00,22.5415,114.0596,26.265501,16.3155,20.453001,28.481606,17.299755,21.72637,0.0,9.178235,4.4601655
China, Shenzhen,2022-04-06 00:00:00+00:00,22.5415,114.0596,27.515501,17.7155,21.532167,31.392769,18.924007,23.036924,0.0,10.787993,4.499953
China, Shenzhen,2022-04-07 00:00:00+00:00,22.5415,114.0596,27.9655,17.7155,21.780083,29.416515,17.002232,22.222153,0.6,14.693999,4.725957
China, Shenzhen,2022-04-08 00:00:00+00:00,22.5415,114.0596,28.6155,18.0655,21.905083,31.342842,17.902483,22.347185,0.0,14.917212,5.168201
China, Shenzhen,2022-04-09 00:00:00+00:00,22.5415,114.0596,28.0655,17.515501,21.903002,30.202072,18.522736,22.975182,0.0,11.183201,4.9827185
China, Shenzhen,2022-04-10 00:00:00+00:00,22.5415,114.0596,28.3155,19.015501,22.844667,30.207218,21.498098,24.373535,0.0,12.43434,5.0142384
China, Shenzhen,2022-04-11 00:00:00+00:00,22.5415,114.0596,28.515501,19.7155,23.761337,32.419895,22.636435,26.921738,1.5000001,9.422101,3.7257411
China, Shenzhen,2022-04-12 00:00:00+00:00,22.5415,114.0596,28.515501,22.0655,24.453001,32.67736,25.980642,28.213318,1.4000001,12.959999,4.175783
China, Shenzhen,2022-04-13 00:00:00+00:00,22.5415,114.0596,27.7155,19.515501,23.653,30.18127,19.628382,26.333162,4.9,17.399586,3.210658
China, Shenzhen,2022-04-14 00:00:00+00:00,22.5415,114.0596,31.015501,21.0655,25.14258,33.456852,21.575985,26.560926,0.0,15.7908325,5.414412
China, Shenzhen,2022-04-15 00:00:00+00:00,22.5415,114.0596,27.765501,20.9655,23.490501,29.171669,20.49901,23.942022,0.0,21.398056,5.0392957
China, Shenzhen,2022-04-16 00:00:00+00:00,22.5415,114.0596,25.0655,18.3155,21.513414,25.106813,18.02213,21.418808,0.70000005,23.068108,3.8140862
China, Shenzhen,2022-04-17 00:00:00+00:00,22.5415,114.0596,25.7155,18.5655,21.540499,27.36212,19.697466,22.6,8.599999,15.496736,3.4362743
China, Shenzhen,2022-04-18 00:00:00+00:00,22.5415,114.0596,23.9155,16.8155,20.186333,25.51058,16.670248,20.929201,0.5,13.324863,2.4472208
China, Shenzhen,2022-04-19 00:00:00+00:00,22.5415,114.0596,22.2155,17.015501,19.338417,23.640362,17.618637,20.664183,6.7000003,11.753877,1.939446
China, Shenzhen,2022-04-20 00:00:00+00:00,22.5415,114.0596,26.765501,18.9155,21.936333,30.841621,20.107752,24.521582,0.1,9.531505,2.8738275
China, Shenzhen,2022-04-21 00:00:00+00:00,22.5415,114.0596,28.1155,21.8655,23.986334,33.09793,24.559128,27.541382,1.6000001,11.885453,4.002672
China, Shenzhen,2022-04-22 00:00:00+00:00,22.5415,114.0596,28.7155,23.3155,25.242582,32.13224,27.297348,29.078964,0.4,17.731598,3.7722936
China, Shenzhen,2022-04-23 00:00:00+00:00,22.5415,114.0596,29.4655,22.8655,25.950912,33.665554,27.5724,30.43106,2.1,13.830749,4.0922503
China, Shenzhen,2022-04-24 00:00:00+00:00,22.5415,114.0596,30.0655,24.3655,26.567587,34.599407,28.663982,30.934647,3.6,16.808569,4.190055
China, Shenzhen,2022-04-25 00:00:00+00:00,22.5415,114.0596,30.3155,25.015501,26.863417,34.018314,29.655193,31.035757,0.6,20.275383,4.3217454
China, Shenzhen,2022-04-26 00:00:00+00:00,22.5415,114.0596,30.4655,24.265501,27.061333,34.48747,29.508804,31.371355,0.90000004,23.233253,4.521998
China, Shenzhen,2022-04-27 00:00:00+00:00,22.5415,114.0596,31.3655,25.3655,27.913416,35.45067,31.024353,32.72736,0.0,18.782204,4.5944614
China, Shenzhen,2022-04-28 00:00:00+00:00,22.5415,114.0596,31.6655,24.8155,27.415503,36.071728,30.679695,32.313427,2.1000001,17.208603,4.676011
China, Shenzhen,2022-04-29 00:00:00+00:00,22.5415,114.0596,32.7655,23.2155,27.76967,38.27821,25.85406,32.560997,2.7,13.324863,4.6107144
China, Shenzhen,2022-04-30 00:00:00+00:00,22.5415,114.0596,28.3655,18.9155,24.430086,31.346416,18.532707,26.951004,11.5,20.929594,3.2057748
China, Shenzhen,2022-05-01 00:00:00+00:00,22.5415,114.0596,19.1155,15.4655,17.119667,19.29211,13.982567,16.468658,72.79999,21.479664,0.8724505
China, Shenzhen,2022-05-02 00:00:00+00:00,22.5415,114.0596,18.7155,16.1655,17.582169,19.171898,15.14822,17.316023,3.6,20.456745,1.5124192
China, Shenzhen,2022-05-03 00:00:00+00:00,22.5415,114.0596,25.9155,18.6155,21.623835,27.60696,18.36999,22.629755,0.0,14.05845,4.719725
China, Shenzhen,2022-05-04 00:00:00+00:00,22.5415,114.0596,28.1655,21.4655,23.848833,31.256393,23.36658,26.384829,0.0,9.885262,5.02014
China, Shenzhen,2022-05-05 00:00:00+00:00,22.5415,114.0596,28.9155,21.4655,24.37175,33.58799,24.676975,27.545607,0.0,10.587917,4.4739237
China, Shenzhen,2022-05-06 00:00:00+00:00,22.5415,114.0596,29.4655,21.7155,24.961334,35.025894,25.605354,28.748053,0.0,10.514218,4.584772
China, Shenzhen,2022-05-07 00:00:00+00:00,22.5415,114.0596,29.3155,21.265501,24.200918,33.569714,23.426523,27.008783,5.1,15.725037,3.892001
China, Shenzhen,2022-05-08 00:00:00+00:00,22.5415,114.0596,26.515501,21.515501,23.619667,27.607342,25.164438,26.176271,4.5999994,15.986595,2.9177487
China, Shenzhen,2022-05-09 00:00:00+00:00,22.5415,114.0596,27.2155,23.1655,24.469671,31.047192,26.672548,27.949385,0.8,15.617529,2.9655275
China, Shenzhen,2022-05-10 00:00:00+00:00,22.5415,114.0596,28.4655,22.765501,24.950918,32.66335,26.815464,28.987257,25.2,16.854767,3.1617541
China, Shenzhen,2022-05-11 00:00:00+00:00,22.5415,114.0596,26.6155,23.6155,24.596748,29.921494,27.795456,28.792433,23.400002,19.011953,2.0667703
China, Shenzhen,2022-05-12 00:00:00+00:00,22.5415,114.0596,25.9155,23.8655,24.734251,29.738792,28.004433,28.9711,35.499992,18.86139,1.0873679
China, Shenzhen,2022-05-13 00:00:00+00:00,22.5415,114.0596,26.7155,21.9155,24.257166,30.308456,24.576115,28.103523,65.90001,18.668005,1.4498383
China, Shenzhen,2022-05-14 00:00:00+00:00,22.5415,114.0596,28.7155,22.6655,25.148834,34.05102,25.18996,29.374804,52.500004,16.203999,3.0660803
China, Shenzhen,2022-05-15 00:00:00+00:00,22.5415,114.0596,24.6655,18.3155,21.344666,26.156313,17.984787,22.523252,10.399999,21.67786,1.982834
China, Shenzhen,2022-05-16 00:00:00+00:00,22.5415,114.0596,21.6155,16.6655,19.105082,21.718065,16.559778,19.247816,5.1,17.727943,1.8139731
China, Shenzhen,2022-05-17 00:00:00+00:00,22.5415,114.0596,26.4655,19.1155,22.048834,29.181984,19.396378,23.6396,0.0,12.979984,4.7394695
China, Shenzhen,2022-05-18 00:00:00+00:00,22.5415,114.0596,26.765501,21.9155,23.398834,27.910927,22.455065,24.491137,0.0,14.003029,4.832378
China, Shenzhen,2022-05-19 00:00:00+00:00,22.5415,114.0596,28.4155,22.6155,24.938416,31.886753,24.659792,27.939606,0.1,9.826088,3.995774
China, Shenzhen,2022-05-20 00:00:00+00:00,22.5415,114.0596,29.8155,23.265501,26.086334,34.762905,28.109447,30.82535,0.0,12.57426,4.967716
China, Shenzhen,2022-05-21 00:00:00+00:00,22.5415,114.0596,30.3155,23.515501,25.961332,36.144165,26.9485,30.49813,0.9000001,15.256526,4.426373
China, Shenzhen,2022-05-22 00:00:00+00:00,22.5415,114.0596,27.3655,23.3655,24.909248,30.312775,26.010185,27.591131,2.8000002,19.319628,3.652094
China, Shenzhen,2022-05-23 00:00:00+00:00,22.5415,114.0596,27.6155,23.9655,25.092585,30.99348,26.099072,28.118828,0.4,21.461555,3.0937545
China, Shenzhen,2022-05-24 00:00:00+00:00,22.5415,114.0596,26.9155,23.9155,24.969667,30.634476,27.865398,28.880333,14.700001,16.954432,2.0401974
China, Shenzhen,2022-05-25 00:00:00+00:00,22.5415,114.0596,26.1655,23.7155,24.969667,31.207935,28.846184,30.019709,7.299999,11.503113,1.3988413
China, Shenzhen,2022-05-26 00:00:00+00:00,22.5415,114.0596,29.765501,24.8155,26.646751,36.320953,29.924217,32.016495,14.400001,13.70839,3.6836324
China, Shenzhen,2022-05-27 00:00:00+00:00,22.5415,114.0596,27.6655,24.5655,25.886335,32.38721,29.484695,30.759209,17.0,18.72346,2.6434076
China, Shenzhen,2022-05-28 00:00:00+00:00,22.5415,114.0596,30.0655,25.5655,27.032167,35.45441,30.561779,32.031994,3.6999998,20.008356,4.0752077
China, Shenzhen,2022-05-29 00:00:00+00:00,22.5415,114.0596,31.0655,25.4655,27.69467,37.342525,31.18436,33.394207,2.1,16.263872,4.8644333
China, Shenzhen,2022-05-30 00:00:00+00:00,22.5415,114.0596,30.9155,25.6655,27.742586,38.522346,30.992725,33.808296,3.4,11.631956,4.0738325
China, Shenzhen,2022-05-31 00:00:00+00:00,22.5415,114.0596,28.7155,25.4655,26.634254,33.63682,30.51715,31.9839,16.6,14.830076,2.6787949
China, Shenzhen,2022-06-01 00:00:00+00:00,22.5415,114.0596,29.8155,25.8655,27.444666,36.10576,30.905518,32.738094,3.1999996,16.946787,3.8653371
China, Shenzhen,2022-06-02 00:00:00+00:00,22.5415,114.0596,30.1155,25.9155,27.327997,35.669277,30.904728,32.413166,7.499999,17.208603,3.5704093
China, Shenzhen,2022-06-03 00:00:00+00:00,22.5415,114.0596,28.4655,25.015501,26.453001,33.178703,29.66779,31.315748,23.7,19.416653,2.7332935
China, Shenzhen,2022-06-04 00:00:00+00:00,22.5415,114.0596,30.3655,27.1155,28.228003,36.574802,32.148994,33.332256,2.1000001,21.897945,4.0422544
China, Shenzhen,2022-06-05 00:00:00+00:00,22.5415,114.0596,30.9155,26.6155,28.423834,36.1887,31.591751,33.52889,1.8000001,24.079666,4.449434
China, Shenzhen,2022-06-06 00:00:00+00:00,22.5415,114.0596,31.4655,25.3155,27.398832,38.12399,29.992546,33.000774,10.8,16.363178,3.9167173
China, Shenzhen,2022-06-07 00:00:00+00:00,22.5415,114.0596,28.515501,23.9655,25.711327,33.65297,27.948158,30.496931,26.1,16.78156,2.306637
China, Shenzhen,2022-06-08 00:00:00+00:00,22.5415,114.0596,27.1655,24.4155,25.296753,31.400547,28.111313,29.78274,34.6,16.981165,1.6579309
China, Shenzhen,2022-06-09 00:00:00+00:00,22.5415,114.0596,28.5655,24.6655,25.925917,33.66645,29.085373,30.516256,21.1,22.553934,2.49192
China, Shenzhen,2022-06-10 00:00:00+00:00,22.5415,114.0596,26.9155,24.265501,25.382166,31.80375,29.357254,30.387466,28.9,16.854767,1.5491743
China, Shenzhen,2022-06-11 00:00:00+00:00,22.5415,114.0596,27.2155,24.9155,26.02175,32.68224,29.548443,30.959091,25.500004,16.418526,1.9920342
China, Shenzhen,2022-06-12 00:00:00+00:00,22.5415,114.0596,28.4155,25.0655,26.928001,33.985867,30.046482,32.07645,12.6,19.469976,2.1575294
China, Shenzhen,2022-06-13 00:00:00+00:00,22.5415,114.0596,30.015501,24.9655,27.169668,34.47341,29.82053,32.148632,6.9,22.183128,2.978412
China, Shenzhen,2022-06-14 00:00:00+00:00,22.5415,114.0596,28.1155,23.9155,25.525917,32.94426,28.13258,30.325706,13.8,22.476227,1.9647427
China, Shenzhen,2022-06-15 00:00:00+00:00,22.5415,114.0596,29.9155,24.3155,26.386335,36.367226,28.413197,31.66464,21.800001,15.077082,3.263549
China, Shenzhen,2022-06-16 00:00:00+00:00,22.5415,114.0596,28.5655,24.5655,26.171745,32.919548,28.277237,30.823774,7.6999993,17.072504,2.4975429
China, Shenzhen,2022-06-17 00:00:00+00:00,22.5415,114.0596,30.2155,25.265501,27.463423,33.67941,29.66315,32.043583,1.8000002,24.315327,2.894574
China, Shenzhen,2022-06-18 00:00:00+00:00,22.5415,114.0596,30.3155,26.8155,27.932169,35.365273,31.568878,32.796535,2.0000002,23.157824,3.5454206
China, Shenzhen,2022-06-19 00:00:00+00:00,22.5415,114.0596,30.265501,25.515501,27.51133,35.161007,30.176212,32.57624,17.4,21.273533,3.1412349
China, Shenzhen,2022-06-20 00:00:00+00:00,22.5415,114.0596,29.3655,26.515501,27.803001,33.78555,31.221504,32.72543,1.6,22.226902,2.841808
